,origin,vectors_redux,target
227,s3a://vivianorsprojet8/dataset/Pineapple/r_23_100.jpg,"[13.411202428872294, 14.533827216531282, 4.428720072277687, 6.227724620921323, -5.7434949288278965, 0.8635044104274001, 2.828025778189263, 0.9389750642062741, -0.5149232730281941, 3.484131301014377]",Pineapple
228,s3a://vivianorsprojet8/dataset/Pineapple/255_100.jpg,"[12.075042921894307, -2.806918265082246, 0.215400523136335, -5.956700710851559, 0.5974896856195631, -2.2401030978721472, 0.058995842085802004, -2.0080072565482, -3.771180177957008, 3.796333107410752]",Pineapple
229,s3a://vivianorsprojet8/dataset/Pineapple/324_100.jpg,"[12.803875139556766, -3.685576910749325, 1.301171051850561, -6.983694910145826, 1.387269336761364, -0.044433482022815, 0.104545656660761, -0.139705731481162, -1.531611168342213, 2.208277101354857]",Pineapple
230,s3a://vivianorsprojet8/dataset/Pineapple/0_100.jpg,"[12.06205243574554, -3.357736703276253, 1.808194211723436, -6.459430800362635, 1.128371140932408, -2.26302711795367, 1.199198848459905, -1.6808187908601462, -2.1932934255188, 2.851353390034112]",Pineapple
231,s3a://vivianorsprojet8/dataset/Pineapple/320_100.jpg,"[12.883532372265996, -3.6465851904713853, 1.489727580258879, -7.1657656392994085, 1.908356827579398, -1.723372605884389, 0.685312359724875, -1.36715482719594, -3.457701449062948, 4.482092838169819]",Pineapple
232,s3a://vivianorsprojet8/dataset/Pineapple/205_100.jpg,"[13.441407349820032, -3.118623706154228, -2.173642606484356, -5.203086018902566, -0.9859153214077151, 0.6839293519533121, 1.2752705499753771, -0.19193373308885703, -2.782799404285983, -1.9818378406030541]",Pineapple
233,s3a://vivianorsprojet8/dataset/Pineapple/295_100.jpg,"[11.428326619439826, -3.219045577092211, 1.3404127892382491, -4.73231155896889, 0.41756226878846403, -1.691337019808726, 0.37737356618224005, -0.397849860973762, -0.575267919881529, -0.585074480245177]",Pineapple
234,s3a://vivianorsprojet8/dataset/Pineapple/235_100.jpg,"[12.10523920424944, -2.288899677397673, -0.877350882153727, -3.247782030277209, -0.474646195296244, -1.7833815994308662, -0.568618239163675, -0.7312780925028881, -1.023064104261326, -2.604238246862319]",Pineapple
235,s3a://vivianorsprojet8/dataset/Pineapple/27_100.jpg,"[13.008430544375196, -3.839820522941909, 0.9992590208697191, -7.190496789416093, 1.685316136681801, 0.400298033372729, -0.25598443849408703, 1.404908968666817, 1.222383203325618, 0.7244637532914211]",Pineapple
236,s3a://vivianorsprojet8/dataset/Pineapple/2_100.jpg,"[12.02996970751664, -3.315875791408081, 1.3454760642889991, -6.569361469426701, 1.289906296535981, -2.456352925755543, 1.094787207907415, -2.471802951497494, -3.059463274868947, 4.380267212658237]",Pineapple
237,s3a://vivianorsprojet8/dataset/Pineapple/74_100.jpg,"[13.048329609625036, -2.006457415117567, -0.265702803829496, -3.422257059208343, 0.9207186860904971, -3.960785435430511, 1.206780382840676, -1.193805442505165, 0.50393611371169, 0.208374769859165]",Pineapple
238,s3a://vivianorsprojet8/dataset/Pineapple/310_100.jpg,"[12.327234494016178, -3.423002872784816, 1.011115880445618, -6.598762411280857, 1.5710295405033001, -2.396345823112615, 0.8840184451367921, -2.329459768588947, -2.99215127233812, 4.521857915791713]",Pineapple
239,s3a://vivianorsprojet8/dataset/Pineapple/322_100.jpg,"[12.879902920313455, -3.64605154295623, 0.923309644217398, -7.029387211102547, 1.73386906208087, -0.8499827113456201, 0.249176119761666, -1.116317708582121, -2.770568410646103, 3.74002565519138]",Pineapple
240,s3a://vivianorsprojet8/dataset/Pineapple/73_100.jpg,"[13.151641662511322, -2.009082351063669, 0.22640890321264, -3.359526831443616, 0.7920922082710831, -4.969750857283348, 1.509416693979389, -0.7088671976083021, 0.324338031818991, 0.6271315056386151]",Pineapple
241,s3a://vivianorsprojet8/dataset/Pineapple/298_100.jpg,"[11.622379134990796, -3.263220389939283, 1.163361428925772, -5.13336254306995, 0.7013480977360771, -1.444301586263723, 0.42932782947553705, -0.877590041848864, -1.255680485840103, 0.265220189294733]",Pineapple
242,s3a://vivianorsprojet8/dataset/Pineapple/r_317_100.jpg,"[13.939206221763602, 13.57657431769175, 4.8831543866346365, 6.00536511681203, -7.291622281763583, -2.093385386377758, 2.870263662363268, 3.201145278725971, 1.865456294303498, 2.329637893987607]",Pineapple
243,s3a://vivianorsprojet8/dataset/Pineapple/145_100.jpg,"[11.591613567625865, -1.253664333755869, -0.572997670426724, -1.775786746152439, -1.231289821915905, -1.35570133807893, 0.39594724279659504, -1.4822682887793062, 0.15433319096682102, -2.841220893958345]",Pineapple
244,s3a://vivianorsprojet8/dataset/Pineapple/36_100.jpg,"[12.583836310760354, -3.177170318375957, 1.32887853210146, -5.887504043195526, 1.641102869296771, -0.359491090953845, -0.285554315689297, 1.113167633924356, 2.231596884814178, -0.8248124963213931]",Pineapple
245,s3a://vivianorsprojet8/dataset/Pineapple/290_100.jpg,"[11.652490181749755, -3.097648486804617, 1.480652679363408, -4.691948963581334, 0.40434069639187803, -2.305121903473157, 0.62173302216568, -0.273227940123143, -0.90701938396748, -0.338921778522342]",Pineapple
246,s3a://vivianorsprojet8/dataset/Pineapple/4_100.jpg,"[12.203694858679567, -3.42344712644974, 1.121544277838868, -6.920697558141928, 1.458517577360064, -2.711460567747417, 1.116361315067319, -2.7287520590551493, -3.475195434683328, 5.292407457985975]",Pineapple
247,s3a://vivianorsprojet8/dataset/Pineapple/r_24_100.jpg,"[12.72899054498053, 14.533671905435936, 3.430522456865952, 6.732531954118667, -7.042778239804752, -1.152737177417785, 1.9715127383460491, 1.61876288670037, -0.15172577526227501, 2.37241318129006]",Pineapple
248,s3a://vivianorsprojet8/dataset/Pineapple/r_25_100.jpg,"[14.193371147066802, 13.95957987388761, 5.4008431641774415, 6.58714915562811, -9.1220923367551, -6.473783722458912, 2.948139616557895, 7.959224807960205, 2.213927142251542, 1.6611477535050732]",Pineapple
249,s3a://vivianorsprojet8/dataset/Pineapple/r_21_100.jpg,"[13.644879685025563, 13.734168691748126, 3.171372042569878, 5.092602090833621, -6.671231738971072, 1.051720818631672, 2.49257237530552, -0.30027242215834005, 0.8488874362496601, 2.74779485503693]",Pineapple
250,s3a://vivianorsprojet8/dataset/Pineapple/r_26_100.jpg,"[12.413178129250054, 14.058570380360262, 2.662091233322923, 5.3203382416037375, -6.939664607009284, 0.5348180875594271, 0.021098527792906, 0.290243084277785, -1.623724897122262, 1.9920514274154022]",Pineapple
251,s3a://vivianorsprojet8/dataset/Pineapple/r_324_100.jpg,"[13.948979092912147, 13.419306408752114, 6.129735269904159, 6.210991882314039, -6.707831188001335, -6.15803565448288, 2.05116088490437, 4.995244256530711, 0.240247029425939, 0.32715742072035103]",Pineapple
252,s3a://vivianorsprojet8/dataset/Pineapple/r_22_100.jpg,"[12.54484344328228, 14.278302514945262, 2.626112412750118, 5.684115663772168, -6.826851469379519, 1.9269725346862132, 1.185706130250229, -0.08358966511813401, -0.26986420531598804, 2.9971723551819642]",Pineapple
253,s3a://vivianorsprojet8/dataset/Pineapple/r_313_100.jpg,"[12.211246736183107, 14.006044222907022, 1.98979991950248, 5.6855984302183895, -6.038198774691506, 3.656752628785013, 2.251205961343595, -1.479726629923711, 0.540273903637791, 3.7944121279642413]",Pineapple
254,s3a://vivianorsprojet8/dataset/Pineapple/r_326_100.jpg,"[12.177881914941842, 13.40274130384416, 3.232273617086341, 4.9465203537353855, -5.705038480345269, -0.525393257573982, -1.484117641410118, 0.965804361537237, -3.219652243782693, 0.8699337377902211]",Pineapple
255,s3a://vivianorsprojet8/dataset/Pineapple/r_325_100.jpg,"[12.412119683886957, 13.64231128367922, 3.9092734144520813, 5.609224480227413, -5.7896966191826955, -1.493947952612644, -0.592839801815485, 1.376228606054074, -2.5166647199956422, 0.866409741284717]",Pineapple
256,s3a://vivianorsprojet8/dataset/Pineapple/r_318_100.jpg,"[14.521983181751253, 13.977977512002578, 4.709588799907165, 5.100496760662354, -6.247751285858708, 0.276674698799661, 3.377139604698231, 1.2292626765506791, 0.516422887775304, 3.108273209441164]",Pineapple
257,s3a://vivianorsprojet8/dataset/Pineapple/r_305_100.jpg,"[10.399241841703363, 13.116943200024537, 0.187810652245294, 6.572798470009106, -3.380331295963148, 3.654088784950662, 3.745259200365712, -3.56435781886416, 1.434114011560644, 2.351058434803796]",Pineapple
258,s3a://vivianorsprojet8/dataset/Pineapple/r_316_100.jpg,"[13.982916059168906, 13.869138013680683, 3.568878133140882, 5.676458180509686, -7.939467090828577, -1.56354877210882, 3.256587888684933, 2.983930436143614, 2.016477212091264, 2.7215692054040623]",Pineapple
259,s3a://vivianorsprojet8/dataset/Pineapple/r_29_100.jpg,"[14.855040909812926, 14.403602639165458, 7.071151318897679, 8.768523290794795, -12.267475015506372, -15.569358759702089, 3.392104395297214, 19.831769365908897, 4.288122597217069, 0.9661348372630951]",Pineapple
260,s3a://vivianorsprojet8/dataset/Pineapple/r_309_100.jpg,"[10.836617141489112, 13.507274754468655, -0.31352661495093503, 5.590707290791084, -5.308899330795691, 4.02294347719343, 1.853065107208812, -2.948925705948652, 1.486642259631037, 2.953914891341922]",Pineapple
261,s3a://vivianorsprojet8/dataset/Pineapple/r_319_100.jpg,"[14.336837481937705, 13.95439758734994, 6.3765542702642435, 7.375266827048416, -7.8920119566417455, -6.832374173414623, 4.181253315261292, 6.86132025667008, 2.683771856304011, 1.586138723823544]",Pineapple
262,s3a://vivianorsprojet8/dataset/Pineapple/r_37_100.jpg,"[12.29670002316874, 11.121900919358048, 7.806276332191393, 7.192011103051511, -5.7230828625872725, -12.361416599283446, -0.9634863638252471, 14.088228783601373, 1.007498597342315, -1.532395165456547]",Pineapple
263,s3a://vivianorsprojet8/dataset/Pineapple/r_30_100.jpg,"[13.798801505652328, 13.092847946742422, 5.499306818155706, 5.250250633595917, -6.245311870142277, -4.471235740588608, 0.843195838951579, 3.9784035506460302, -0.7067739141029331, 0.25305271431215404]",Pineapple
264,s3a://vivianorsprojet8/dataset/Pineapple/r_33_100.jpg,"[10.659520451588524, 12.465458601524913, 0.8489838532115531, 4.16129778409564, -5.352199904913062, -0.9238975542154221, -4.099616971779468, 0.6355587559443231, -3.3272522272856913, -0.35675038641439305]",Pineapple
265,s3a://vivianorsprojet8/dataset/Pineapple/r_17_100.jpg,"[12.266918637318183, 12.962619881120963, 1.331098703729634, 6.220389282828766, -4.656902023132297, 0.7623559178776871, 4.231378011528594, -3.022285357995358, 2.3146920095240002, 1.53161768368958]",Pineapple
266,s3a://vivianorsprojet8/dataset/Pineapple/r_39_100.jpg,"[8.753825978873005, 11.18438433871623, 1.011982142196109, 4.460315289647731, -3.3176367223328143, -3.116559741517714, -5.827211525460548, 3.752765494066302, -2.94332776675645, -1.111078559341515]",Pineapple
267,s3a://vivianorsprojet8/dataset/Pineapple/r_43_100.jpg,"[7.823052641058505, 11.04802982708252, 3.412600662483641, 6.806809636697657, -3.8343816840293243, -11.537100403479744, -4.012677464158905, 12.759548046993407, 0.552814040025558, -1.299148626672798]",Pineapple
268,s3a://vivianorsprojet8/dataset/Pineapple/r_38_100.jpg,"[11.203558463323873, 11.260813558304939, 4.358755480093863, 5.33788231702638, -3.373576737131121, -6.547899003170982, -2.8317599462225793, 4.85921644506852, -1.878842230949973, -2.029697138770315]",Pineapple
269,s3a://vivianorsprojet8/dataset/Pineapple/r_40_100.jpg,"[10.035607022295874, 10.518956137102037, 2.8326417010614833, 4.336589564696027, -1.5988619733242042, -3.543591049808869, -4.814296009294056, 2.561337738599164, -2.669597786324503, -1.742461060101022]",Pineapple
270,s3a://vivianorsprojet8/dataset/Pineapple/r_311_100.jpg,"[12.183259175215538, 13.112388125389012, 0.563885955255716, 5.335969483047309, -5.633413468551223, 2.014915819652247, 2.733359513456262, -3.154070161405555, 1.874909214575684, 1.966269556901772]",Pineapple
271,s3a://vivianorsprojet8/dataset/Pineapple/r_301_100.jpg,"[8.933482952859071, 12.860605299459928, -1.129853785711973, 7.058630294652862, -1.610954663066141, 2.59229663624118, 3.705003093422259, -3.563089576210047, 0.9653153578576531, 1.024796287386663]",Pineapple
272,s3a://vivianorsprojet8/dataset/Pineapple/r_308_100.jpg,"[10.169432578619904, 13.387941606779801, -1.40345990575352, 5.904823370718496, -5.22636347763082, 3.138756264519298, 2.204062606890639, -4.065640565663815, 1.474036327649546, 1.779464581728289]",Pineapple
273,s3a://vivianorsprojet8/dataset/Pineapple/r_307_100.jpg,"[11.356394166469588, 12.783054340212047, -0.320389923526542, 5.807331238729134, -3.838726033794844, 1.842778654126778, 3.5398875060444093, -4.067665217450762, 1.9432509103403892, 1.17493946051687]",Pineapple
274,s3a://vivianorsprojet8/dataset/Pineapple/r_306_100.jpg,"[10.154148289919263, 13.49931508936833, -1.524571118302503, 6.177373902992492, -3.439286177697683, 3.079420664078266, 3.245051317413029, -4.347174899304375, 1.277995559528863, 1.755863385125779]",Pineapple
275,s3a://vivianorsprojet8/dataset/Pineapple/r_36_100.jpg,"[11.295053860154521, 12.259723917562768, 4.464730340128946, 5.5124727302664045, -3.25067141942928, -2.875489480860014, -2.4358756516249542, 2.992523236991046, -3.544946522556436, -0.37168231968636906]",Pineapple
276,s3a://vivianorsprojet8/dataset/Pineapple/r_310_100.jpg,"[10.876446939411224, 13.562349930651653, -0.444281877823052, 5.3207662875587864, -5.985175554082504, 4.059755131992649, 1.357255635930522, -2.5840612121298543, 1.391735128724697, 2.994708275851587]",Pineapple
277,s3a://vivianorsprojet8/dataset/Pineapple/r_14_100.jpg,"[10.092710187407302, 13.348644720259228, -1.229802406324789, 6.499634923950571, -2.963606258950143, 3.003576850301092, 3.7343490765344063, -4.42195797132725, 1.206344647787513, 1.63365789707672]",Pineapple
278,s3a://vivianorsprojet8/dataset/Pineapple/r_7_100.jpg,"[7.5577349480789895, 12.986894944213404, -3.106948298584195, 6.570757510670323, -0.5063217329149761, 0.885857090292767, 2.954659170093656, -2.742029336034918, 0.49824324408978604, -0.33472500713248804]",Pineapple
279,s3a://vivianorsprojet8/dataset/Pineapple/r_18_100.jpg,"[12.83033034983482, 13.250068922984434, 2.207715008476599, 5.997053462010423, -6.986068052311092, -1.5904824242693811, 3.253286088694432, 0.8734381757360711, 3.118618743595775, 1.657353170600248]",Pineapple
280,s3a://vivianorsprojet8/dataset/Pineapple/r_11_100.jpg,"[10.099439147976144, 12.25466873624383, -0.6981449326787891, 6.285256531595323, -2.35234445534934, 1.5994561452473062, 4.051048674688465, -3.815023332941544, 1.960697962028387, 0.41940074992791704]",Pineapple
281,s3a://vivianorsprojet8/dataset/Pineapple/r_10_100.jpg,"[9.02086086534853, 12.89086063843794, -1.279159678938092, 6.982416409020628, -1.787677439530576, 2.668827545990217, 3.661108426852726, -3.701479029849537, 0.9890905092084271, 1.003454875920117]",Pineapple
282,s3a://vivianorsprojet8/dataset/Pineapple/r_303_100.jpg,"[9.09159704410843, 12.982640392382264, -1.93454173080677, 6.507763736738762, -2.814401434080056, 2.822514142385858, 3.088172756858294, -4.1719075800456284, 1.239215605229416, 1.081996995166674]",Pineapple
283,s3a://vivianorsprojet8/dataset/Pineapple/r_302_100.jpg,"[10.526402334247827, 12.509690435579703, 0.8091728315784351, 7.578029452699561, -3.483475223586329, -2.380530108642947, 5.116114393139884, 1.15052588348719, 3.505170601078421, 0.316612612879127]",Pineapple
284,s3a://vivianorsprojet8/dataset/Pineapple/r_32_100.jpg,"[11.832109597884996, 13.343449247617906, 2.5217618889924163, 5.145064330178945, -5.296474888832313, -2.052672735458737, -1.706472741743678, 0.6943698500291791, -3.214927977473636, 0.061129360709668006]",Pineapple
285,s3a://vivianorsprojet8/dataset/Pineapple/r_183_100.jpg,"[5.321076891064616, 6.63654129079259, 3.8559196581631063, 4.765750087487503, 0.8367378275424021, -0.366808022679797, -3.501581931987806, 0.07671269009808501, 0.02083294668992, 1.025629618887398]",Pineapple
286,s3a://vivianorsprojet8/dataset/Pineapple/r_297_100.jpg,"[7.247479308613456, 13.014659627124416, -3.091167711723151, 6.5320388237241644, -0.16874233233247102, 1.472923333970988, 2.789309358204258, -3.304584315936561, 0.12266994180901301, -0.24010990365219803]",Pineapple
287,s3a://vivianorsprojet8/dataset/Pineapple/r_16_100.jpg,"[11.427547777097065, 12.590744331673099, -0.20195952319288302, 4.864663581498741, -4.711898429130552, 3.114936475473134, 2.361275128515664, -3.045183999778142, 2.4382589895407802, 1.983186486215769]",Pineapple
288,s3a://vivianorsprojet8/dataset/Pineapple/r_12_100.jpg,"[9.170974094128438, 13.0924545718501, -1.9806516293723382, 6.431252204696256, -2.8347093578456013, 2.9584358285945953, 3.018070998952049, -4.237445567586859, 1.361715740875574, 1.132953234331541]",Pineapple
289,s3a://vivianorsprojet8/dataset/Pineapple/r_253_100.jpg,"[3.296680459220686, 14.35367722006542, 7.192289386933831, 7.79793716008808, 14.622996674456042, -2.84977903834505, 14.132783384441403, 1.58702054467779, -6.604986923477366, -7.904521661164266]",Pineapple
290,s3a://vivianorsprojet8/dataset/Pineapple/r_6_100.jpg,"[8.158298851195044, 12.468899307512869, -1.8234325760016352, 6.482076267971362, 0.22087463655747902, 0.49571034214192705, 3.500929559091498, -3.007019204712936, 0.5303192037477761, -0.750786662665743]",Pineapple
291,s3a://vivianorsprojet8/dataset/Pineapple/r_15_100.jpg,"[9.757203959244485, 13.24300605560605, -1.9993094195991281, 5.800484280918669, -4.919524237688012, 1.935900062232375, 2.258479854625701, -2.69654367590485, 2.208234148662232, 1.43061033568742]",Pineapple
292,s3a://vivianorsprojet8/dataset/Pineapple/r_296_100.jpg,"[8.415485085403688, 12.633202478107842, -1.003288689709592, 7.354793766009979, -0.6147517763430811, -2.158102416187695, 4.022618781895598, 0.49209184775665304, 1.623904849825321, -0.777628896010179]",Pineapple
293,s3a://vivianorsprojet8/dataset/Pineapple/r_254_100.jpg,"[3.336355211236774, 14.266187665593652, 6.92570847958276, 7.356901044136586, 14.332068705526828, -2.3627589894570162, 13.558631748896078, 0.780101599835184, -6.517596667370397, -7.632844058282244]",Pineapple
294,s3a://vivianorsprojet8/dataset/Pineapple/r_13_100.jpg,"[9.19927187778456, 13.159071535743545, -2.125742253127425, 6.199696216655187, -3.339271340224942, 3.057899215248483, 2.679415622433538, -4.37769229232016, 1.457392927264376, 1.231547305908953]",Pineapple
295,s3a://vivianorsprojet8/dataset/Pineapple/r_304_100.jpg,"[9.23723953564948, 13.231216579709352, -1.897243748668304, 6.449364720401493, -3.185205614162716, 2.91954003443938, 3.025802914846545, -4.340235917017265, 1.4178583489113161, 1.187820154832475]",Pineapple
296,s3a://vivianorsprojet8/dataset/Pineapple/r_42_100.jpg,"[8.579484953180144, 9.787474720534101, 2.488088652730304, 4.663450523666261, -1.5948723395031479, -6.150328344601401, -5.061315309104579, 3.695119386197486, -1.939974359038859, -2.430256177373959]",Pineapple
297,s3a://vivianorsprojet8/dataset/Pineapple/r_298_100.jpg,"[7.652961384733099, 12.671284959627288, -2.494375286477593, 6.660656476305471, -0.8692391571539161, 2.030030595001199, 2.784124396804722, -3.187117629493781, 0.520803040952299, 0.333353672349655]",Pineapple
298,s3a://vivianorsprojet8/dataset/Pineapple/r_19_100.jpg,"[12.235457977550277, 14.23957441391318, 1.982667051686529, 6.231674785998346, -6.012017010248261, 0.839379937565443, 2.462082723232219, -0.544995881520157, 0.9555617850259761, 2.633429114303085]",Pineapple
299,s3a://vivianorsprojet8/dataset/Pineapple/r_34_100.jpg,"[11.370819808274494, 12.781549160428508, 2.579068679798857, 4.836273322842236, -4.342875429079652, -1.502880855216469, -2.419374111881432, 0.7315381355708911, -3.981977906317987, -0.16899699004948301]",Pineapple
300,s3a://vivianorsprojet8/dataset/Pineapple/r_41_100.jpg,"[8.55803728629364, 9.935111335192934, 0.370731829571365, 3.47639779523717, -2.117797324809852, -3.5409481219671353, -6.04980534337396, 1.3401071892991832, -2.773444535255067, -2.439704522048049]",Pineapple
301,s3a://vivianorsprojet8/dataset/Pineapple/r_167_100.jpg,"[5.794552634311874, 6.464719901253244, 3.551099758088851, 3.307199829360593, 0.27957551589296903, 2.618964508756986, -3.486226394334217, -0.295046752368028, -0.251459744298945, 3.025703333100552]",Pineapple
302,s3a://vivianorsprojet8/dataset/Pineapple/r_35_100.jpg,"[11.271082165289078, 12.373319816536258, 2.772476638546321, 4.536287041736371, -3.9871066884283053, -1.074130964588509, -3.089865924124561, 1.160635559389611, -4.05636652620482, -0.09618959106329]",Pineapple
303,s3a://vivianorsprojet8/dataset/Pineapple/r_8_100.jpg,"[7.748274317525059, 12.634362266324798, -2.5389120987366063, 6.668990480258567, -1.042170636356987, 2.024795748909512, 2.88702462394292, -3.410744842493551, 0.598259504420507, 0.26630006961054303]",Pineapple
304,s3a://vivianorsprojet8/dataset/Pineapple/r_4_100.jpg,"[6.81539158996122, 12.504424330180042, -3.391327311831442, 5.662591768640843, 0.304698769005228, 0.468598349261152, 2.113688861063278, -3.074697127290457, 0.266857850769181, -1.306187844007653]",Pineapple
305,s3a://vivianorsprojet8/dataset/Pineapple/r_182_100.jpg,"[6.823828741801411, 5.779338578419561, 4.924266711639833, 4.444627373718677, 0.632855819166664, -2.466231473536939, -2.344796945606345, 0.178722091504653, 0.8995344475201531, 0.022239849436656002]",Pineapple
306,s3a://vivianorsprojet8/dataset/Pineapple/r_165_100.jpg,"[4.950130333571488, 6.707873797255033, 2.996961765871715, 3.5347865303057233, -0.291936720861452, 2.462416585501005, -3.907632601425524, -0.6649692208679081, -0.129367773597191, 2.640689363170708]",Pineapple
307,s3a://vivianorsprojet8/dataset/Pineapple/r_312_100.jpg,"[11.483097222648793, 13.631926639934184, 0.8810164332361061, 5.346650855338568, -6.699459158016354, 3.817027434382198, 1.429796160001606, -1.806032632164803, 0.959605478486734, 3.276358204819267]",Pineapple
308,s3a://vivianorsprojet8/dataset/Pineapple/r_5_100.jpg,"[6.352058444590194, 12.676572995755794, -3.476950894643013, 5.938988544015695, -0.6815791406378611, 1.540047374367691, 1.8516165068791761, -2.8458053316922003, 0.326356400769709, -0.28429071946350604]",Pineapple
309,s3a://vivianorsprojet8/dataset/Pineapple/r_320_100.jpg,"[13.53784416427541, 14.035910872978167, 2.035447615859534, 5.3636979125251845, -7.296717733845789, -2.221147768841008, 1.591586551247798, 0.7792118626091431, 0.194276591129128, 1.2902153163706669]",Pineapple
310,s3a://vivianorsprojet8/dataset/Pineapple/r_299_100.jpg,"[8.683782923608664, 12.13949961585013, -1.51452038591686, 6.527339224841544, -1.074408701117539, 0.608600085142595, 3.420634575796963, -3.0571568359773, 1.368208637954391, -0.334032670495019]",Pineapple
311,s3a://vivianorsprojet8/dataset/Pineapple/r_164_100.jpg,"[4.9542906466341154, 7.010074587088776, 3.090990102586516, 3.676147826925442, -0.254087969447848, 2.4325863502410883, -3.670193024994484, -0.8408686573988591, -0.24125900057096203, 2.759346528549788]",Pineapple
312,s3a://vivianorsprojet8/dataset/Pineapple/r_28_100.jpg,"[12.108515560973208, 13.95269078233056, 1.9827695095820141, 5.3970974121145705, -6.674656058776679, -1.386004262434155, -1.062881400362889, 1.279423422338748, -1.663127050379774, 0.984343445276414]",Pineapple
313,s3a://vivianorsprojet8/dataset/Pineapple/r_31_100.jpg,"[11.793097823814998, 13.72411937761002, 2.4566505935832392, 5.3784263345607695, -5.385535308953104, -1.703713243144156, -1.055658042700738, -0.14250873424263302, -3.161758832833737, 0.17150776812655902]",Pineapple
314,s3a://vivianorsprojet8/dataset/Pineapple/r_323_100.jpg,"[11.97988204661198, 13.96003607914966, 1.894221078483383, 5.317185945147529, -6.213102249333229, -0.422073040784715, -0.889567355658566, 0.179324884371815, -2.02230420815263, 1.103130758227151]",Pineapple
315,s3a://vivianorsprojet8/dataset/Pineapple/r_255_100.jpg,"[3.295189176309574, 14.339656041486883, 6.513486817592794, 6.979332643599841, 13.709965458012812, -2.34923683795867, 12.67287463135035, 0.535362427130617, -6.2555556756417054, -7.218359609112787]",Pineapple
316,s3a://vivianorsprojet8/dataset/Pineapple/r_185_100.jpg,"[7.156114856336863, 6.194165158931182, 9.170965217292464, 7.098825211102307, -0.524699976351515, -8.489280690181264, -0.6822936043376501, 9.428260461271941, 3.474018214371496, 0.48410603204289504]",Pineapple
317,s3a://vivianorsprojet8/dataset/Pineapple/r_295_100.jpg,"[7.430434979830729, 12.244077436079003, -2.242540000923875, 6.106024588883252, -0.805283272793413, -0.21472299890844102, 2.441460772660318, -1.3242580170862102, 1.186850221727066, -0.7776018960404091]",Pineapple
318,s3a://vivianorsprojet8/dataset/Pineapple/r_47_100.jpg,"[5.266689246726505, 10.339683885540278, -2.917718960383981, 2.9685413242627883, 0.47925915019784604, -2.44027310828879, -7.639575740558459, 2.526428544784717, -3.023848489153291, -0.710856164419097]",Pineapple
319,s3a://vivianorsprojet8/dataset/Pineapple/r_314_100.jpg,"[11.858472067825655, 14.252272446168046, 0.34894713973664704, 5.498661433779143, -6.066951025912884, 2.74153442553775, 1.7025333270341512, -2.2769069324195232, 0.269605825561521, 3.077974035947521]",Pineapple
320,s3a://vivianorsprojet8/dataset/Pineapple/r_9_100.jpg,"[8.77647806478844, 12.23961330020496, -2.493380617755596, 6.150948713511767, -1.756012316930718, 1.413933375667032, 2.99550267223305, -3.85180880621477, 1.3813027762557342, -0.194974758397457]",Pineapple
321,s3a://vivianorsprojet8/dataset/Pineapple/r_321_100.jpg,"[13.848743236661486, 13.94270935003546, 4.13657879590722, 6.71162762473193, -8.270295364553808, -6.921695472224942, 2.198725111009208, 5.982356966465492, 1.592973400538253, 0.7063342349946451]",Pineapple
322,s3a://vivianorsprojet8/dataset/Pineapple/r_300_100.jpg,"[8.785565581478453, 12.33024588816918, -2.287547484704756, 6.213807737413653, -1.591648640172548, 1.309111932213264, 3.070585784389277, -3.839900224266118, 1.339438370583669, -0.278099544300001]",Pineapple
323,s3a://vivianorsprojet8/dataset/Pineapple/r_181_100.jpg,"[7.424418053324891, 6.117630286129931, 6.163742713770363, 5.810813369246466, -1.055264327120875, -7.328231239578636, -1.056936640933509, 5.8657793048446525, 2.71024189188441, -0.179148877161965]",Pineapple
324,s3a://vivianorsprojet8/dataset/Pineapple/r_327_100.jpg,"[13.313562161610228, 12.693679262945734, 4.813979956594899, 5.483653592697857, -5.643925845706422, -6.210841218728594, -0.22108529078779401, 3.814866651865869, -1.166876062592876, -0.8086440787547591]",Pineapple
325,s3a://vivianorsprojet8/dataset/Pineapple/r_166_100.jpg,"[5.33116220481642, 6.125799190440232, 2.364975593374112, 3.343250278057393, -0.635607756414568, 2.5262491897382473, -4.21853292854583, -0.548186274048806, 0.014887079742127001, 2.449045695761693]",Pineapple
326,s3a://vivianorsprojet8/dataset/Pineapple/r_180_100.jpg,"[5.188156158492521, 6.227142114484883, 1.834270236260192, 3.550495339177607, 0.11909332099609901, 1.532737572607155, -4.629426902164937, -1.058262676907131, -0.044848911850817005, 1.2985166281970701]",Pineapple
327,s3a://vivianorsprojet8/dataset/Pineapple/r_20_100.jpg,"[11.820314739250373, 14.31460433910582, 0.436885206156844, 5.22833252384383, -6.4353350595128695, 2.837342301281412, 0.8244740883787891, -1.476332590446765, 0.027382711628537, 3.142705186012421]",Pineapple
328,s3a://vivianorsprojet8/dataset/Pineapple/r_44_100.jpg,"[5.372014708555766, 10.663131474392003, -4.141921707493655, 1.951821297378661, -0.6589294720694221, -1.7846706344424441, -7.959033246920218, 1.664130911398158, -2.415413664739085, -1.430151808042421]",Pineapple
329,s3a://vivianorsprojet8/dataset/Pineapple/r_259_100.jpg,"[2.571657369064112, 13.858053891746527, 4.211501496998495, 5.130480792457651, 8.211521022601337, -1.602627720327202, 6.114057179505621, -0.16100317243984802, -3.290260668876295, -3.41225563457037]",Pineapple
